block_duration_min,start_hour,passenger_trains,goods_trains,special_trains,express_trains,regular_passenger_trains,corridor_congestion,peak_hour,criticality,maintenance_priority,traffic_impact_score
97,14,10,5,1,0,10,79,0,1,48,100.0
119,22,2,8,4,1,1,31,0,3,33,84.2
239,14,11,9,0,6,5,3,0,4,17,100.0
151,13,11,9,0,3,8,74,0,4,2,100.0
195,21,9,1,0,0,9,96,0,3,36,73.19
197,6,15,4,0,2,13,22,0,2,46,100.0
142,9,11,9,0,5,6,30,1,1,98,100.0
32,5,6,10,3,2,4,22,0,5,78,100.0
104,15,10,8,1,3,7,41,0,2,19,100.0
226,18,5,3,3,5,0,8,1,2,60,100.0
214,15,3,9,4,1,2,55,0,5,46,100.0
159,14,3,6,1,2,1,73,0,4,62,88.23
179,16,12,1,2,0,12,5,0,5,2,96.08
47,6,4,2,4,2,2,71,0,4,79,97.33
91,5,15,4,4,1,14,61,0,4,50,100.0
170,8,1,3,1,1,0,61,1,1,58,63.54
86,15,12,5,4,3,9,4,0,5,93,100.0
171,10,4,3,2,0,4,52,0,4,7,76.15
181,10,11,10,3,3,8,29,0,3,64,100.0
111,21,2,6,0,2,0,77,0,4,21,81.85
80,20,2,8,1,0,2,40,1,2,68,69.65
35,22,15,6,4,6,9,15,0,4,34,100.0
183,19,0,6,2,0,0,100,1,4,77,93.89
239,18,3,2,2,1,2,18,1,1,26,70.43
212,9,2,0,0,2,0,48,1,1,40,65.24
158,7,3,7,3,2,1,40,1,2,64,97.09
132,11,0,9,3,0,0,5,0,1,39,56.18
226,6,3,1,3,2,1,44,0,5,13,94.87
234,19,14,8,1,1,13,75,1,3,91,100.0
61,13,0,6,0,0,0,91,0,2,81,46.57
51,13,4,4,0,1,3,2,0,2,67,52.69
178,20,14,3,0,1,13,49,1,3,4,100.0
44,19,10,4,0,3,7,92,1,2,14,100.0
62,9,10,5,2,6,4,12,1,1,74,100.0
148,10,13,3,0,3,10,85,0,2,90,100.0
143,9,0,6,2,0,0,15,1,5,38,77.58
178,20,6,8,3,1,5,54,1,2,91,100.0
43,10,13,1,1,6,7,71,0,4,61,100.0
197,9,10,2,4,1,9,14,1,5,57,100.0
237,6,9,5,0,5,4,25,0,4,90,100.0
231,14,1,3,2,1,0,48,0,2,25,70.6
220,14,14,5,4,5,9,38,0,5,27,100.0
83,12,2,6,4,1,1,46,0,1,100,80.23
88,22,5,10,0,2,3,19,0,4,8,79.26
32,6,12,7,3,5,7,39,0,2,53,100.0
189,13,5,5,4,2,3,15,0,5,14,100.0
205,7,0,6,4,0,0,14,1,1,87,82.96
114,12,1,7,4,0,1,89,0,1,14,66.61
133,10,10,7,3,2,8,38,0,5,93,100.0
84,5,14,5,2,4,10,100,0,3,85,100.0
158,15,5,3,0,1,4,70,0,4,3,76.87
96,10,11,1,2,4,7,62,0,1,92,100.0
183,19,14,2,1,1,13,41,1,5,73,100.0
61,14,1,9,1,1,0,44,0,1,10,56.79
210,9,0,4,2,0,0,11,1,3,92,69.63
148,5,6,3,4,5,1,2,0,1,35,100.0
132,13,10,6,3,4,6,79,0,4,46,100.0
104,17,9,0,1,5,4,2,1,2,60,100.0
211,10,14,6,3,1,13,74,0,4,44,100.0
187,22,9,3,1,5,4,82,0,1,54,100.0
171,14,14,9,0,4,10,87,0,3,2,100.0
110,22,15,7,1,3,12,39,0,3,80,100.0
59,10,1,10,1,0,1,0,0,5,16,49.58
101,7,12,10,4,6,6,63,1,3,81,100.0
221,19,8,9,1,1,7,16,1,1,1,100.0
194,22,8,4,0,3,5,71,0,4,35,100.0
125,19,8,10,3,3,5,60,1,2,73,100.0
46,15,11,4,4,3,8,17,0,5,78,100.0
75,14,13,7,1,5,8,57,0,3,96,100.0
224,18,14,9,4,2,12,63,1,3,4,100.0
158,21,4,4,3,1,3,14,0,4,43,78.63
191,20,1,0,4,0,1,12,1,1,71,69.0
220,12,5,7,1,1,4,30,0,1,91,86.76
150,15,10,10,0,1,9,36,0,5,22,100.0
156,17,14,10,3,6,8,100,1,5,82,100.0
179,14,2,7,0,1,1,6,0,5,55,56.42
85,19,13,4,0,3,10,64,1,2,87,100.0
175,12,12,6,3,6,6,8,0,2,82,100.0
109,6,11,0,1,3,8,35,0,1,99,93.51
168,19,5,3,4,4,1,48,1,5,55,100.0
201,21,13,1,2,4,9,21,0,1,53,100.0
238,14,5,3,1,0,5,71,0,1,71,77.5
58,8,12,6,4,0,12,78,1,4,83,100.0
239,14,12,0,1,6,6,78,0,2,20,100.0
68,11,9,9,3,5,4,21,0,4,74,100.0
33,21,7,4,3,0,7,67,0,1,37,84.41
233,10,12,0,1,0,12,31,0,3,97,95.84
183,12,9,2,1,5,4,92,0,2,6,100.0
112,17,4,1,0,0,4,23,1,2,9,52.93
39,12,0,8,3,0,0,77,0,2,55,62.9
102,8,7,3,3,6,1,38,1,1,89,100.0
63,10,1,8,1,1,0,62,0,5,12,64.23
41,6,5,6,1,5,0,30,0,1,17,82.35
131,20,10,10,1,3,7,17,1,3,68,100.0
205,19,8,8,2,3,5,15,1,2,72,100.0
143,14,2,7,3,0,2,55,0,4,25,83.1
111,16,8,2,0,6,2,12,0,1,61,88.53
239,11,4,1,2,3,1,15,0,1,75,77.13
61,21,6,9,0,6,0,27,0,3,22,100.0
198,12,3,5,1,0,3,54,0,1,1,48.13
165,13,6,2,1,5,1,84,0,1,86,100.0
70,6,2,4,4,1,1,98,0,2,45,76.58
104,14,12,2,2,4,8,57,0,3,3,100.0
60,15,3,7,0,2,1,89,0,2,46,71.04
131,9,5,5,0,2,3,35,1,1,72,80.89
91,15,13,3,0,5,8,15,0,3,81,100.0
193,16,3,6,2,3,0,53,0,4,35,99.92
140,21,8,7,4,4,4,6,0,4,99,100.0
63,16,2,4,2,2,0,27,0,1,80,62.62
49,21,9,10,4,4,5,20,0,3,20,100.0
46,7,0,7,0,0,0,69,1,5,31,60.59
136,8,10,6,1,1,9,89,1,4,35,100.0
113,13,10,0,4,1,9,37,0,2,13,89.01
108,22,2,8,3,1,1,42,0,1,85,80.01
131,10,11,1,0,2,9,8,0,2,19,65.3
149,20,9,1,2,6,3,36,1,1,22,100.0
72,8,3,10,0,0,3,15,1,1,75,75.74
64,8,11,2,0,0,11,1,1,5,15,84.72
218,18,11,6,4,2,9,33,1,4,94,100.0
165,11,9,4,3,4,5,94,0,5,61,100.0
61,10,15,7,3,3,12,23,0,4,9,100.0
211,6,13,7,4,4,9,43,0,2,57,100.0
135,22,6,6,0,3,3,67,0,5,40,94.39
133,9,5,0,3,5,0,52,1,5,27,100.0
214,20,14,4,2,2,12,95,1,2,95,100.0
36,20,5,3,3,5,0,40,1,5,58,100.0
168,13,12,7,4,3,9,92,0,5,14,100.0
92,13,1,8,1,0,1,38,0,1,4,46.26
177,5,4,1,0,1,3,55,0,1,8,58.36
116,19,7,10,4,6,1,47,1,1,20,100.0
142,14,0,9,2,0,0,69,0,4,20,72.64
44,14,15,6,2,6,9,73,0,1,72,100.0
173,22,5,5,0,3,2,51,0,1,99,87.74
183,18,9,6,3,4,5,88,1,2,52,100.0
159,6,6,7,4,2,4,12,0,4,98,100.0
96,15,11,3,4,1,10,88,0,3,47,100.0
158,7,9,3,1,6,3,59,1,3,9,100.0
124,19,4,8,0,1,3,18,1,4,34,85.67
147,21,14,4,4,3,11,48,0,2,19,100.0
225,13,4,4,3,2,2,100,0,5,31,100.0
212,22,4,7,4,3,1,24,0,1,1,95.59
58,10,7,4,1,6,1,46,0,3,24,98.89
95,16,11,9,1,3,8,90,0,5,39,100.0
136,13,13,8,1,1,12,100,0,5,64,100.0
218,8,6,1,0,3,3,77,1,1,32,92.0
116,22,2,6,3,1,1,79,0,5,12,79.45
159,14,14,0,3,0,14,6,0,5,48,100.0
110,16,8,0,3,2,6,24,0,3,69,89.03
138,19,2,8,1,2,0,50,1,2,99,95.97
197,13,2,6,1,1,1,88,0,4,24,81.28
69,17,15,9,4,0,15,13,1,4,54,100.0
52,21,7,10,0,0,7,56,0,3,14,76.69
36,14,6,3,4,1,5,52,0,1,65,80.98
134,10,4,6,3,4,0,67,0,4,2,100.0
174,5,3,0,4,0,3,49,0,2,100,63.37
139,6,0,5,1,0,0,80,0,5,26,62.91
172,11,11,0,4,0,11,26,0,5,22,100.0
53,16,13,2,2,0,13,7,0,1,30,76.73
72,8,11,5,3,6,5,80,1,2,17,100.0
231,20,1,10,3,0,1,97,1,4,13,100.0
101,15,4,2,1,1,3,60,0,1,27,53.59
181,5,11,0,4,0,11,87,0,4,14,100.0
204,5,3,5,4,2,1,41,0,5,13,95.51
178,22,10,9,3,0,10,91,0,2,60,100.0
70,8,8,0,4,6,2,17,1,5,46,100.0
198,14,13,0,3,6,7,36,0,1,75,100.0
219,12,7,7,2,2,5,20,0,1,47,100.0
125,6,5,7,3,0,5,24,0,4,79,93.42
194,20,2,9,4,1,1,77,1,3,10,100.0
84,13,2,3,0,1,1,27,0,2,52,38.96
227,22,6,10,4,1,5,75,0,4,86,100.0
89,5,8,4,3,0,8,47,0,3,81,93.62
126,11,15,0,1,3,12,63,0,1,21,100.0
113,12,3,5,1,3,0,54,0,1,67,79.49
100,20,9,6,0,5,4,22,1,4,43,100.0
31,15,0,10,1,0,0,7,0,5,25,54.29
129,8,5,3,0,0,5,62,1,4,47,84.76
38,8,5,8,0,5,0,58,1,4,21,100.0
53,9,2,2,1,1,1,55,1,3,20,64.08
117,7,5,4,1,3,2,56,1,2,73,100.0
35,13,3,3,0,1,2,17,0,3,51,49.29
54,20,9,6,4,5,4,88,1,4,61,100.0
53,18,0,3,2,0,0,74,1,4,52,69.87
51,15,9,6,1,1,8,66,0,5,44,94.48
206,8,9,1,1,4,5,95,1,2,60,100.0
236,16,12,5,3,0,12,10,0,5,78,100.0
230,16,14,10,4,0,14,10,0,2,26,100.0
191,16,1,6,3,1,0,35,0,2,25,71.67
229,16,2,3,2,1,1,56,0,5,61,83.23
154,7,9,2,3,4,5,62,1,2,7,100.0
152,7,10,7,2,1,9,53,1,5,87,100.0
129,11,8,4,2,5,3,25,0,4,94,100.0
51,5,10,1,1,4,6,10,0,1,14,78.55
115,16,3,6,1,2,1,9,0,3,45,67.72
114,8,4,3,2,1,3,23,1,5,90,95.34
137,13,5,8,4,1,4,15,0,4,43,100.0
47,18,0,5,0,0,0,33,1,1,92,46.22
122,5,14,2,1,4,10,83,0,5,44,100.0
104,10,14,5,4,1,13,72,0,2,95,100.0
34,14,4,10,0,3,1,90,0,1,2,81.53
93,8,8,2,0,0,8,49,1,3,29,83.98
228,6,7,9,0,2,5,76,0,3,80,100.0
133,6,7,8,2,2,5,44,0,4,85,99.16
39,15,10,8,4,5,5,80,0,2,96,100.0
120,7,13,7,2,0,13,6,1,3,46,100.0
134,7,12,6,2,4,8,58,1,2,88,100.0
98,11,4,10,2,4,0,23,0,2,70,99.22
162,10,11,0,0,5,6,1,0,1,39,88.85
134,11,13,7,0,5,8,34,0,3,84,100.0
238,20,12,3,1,6,6,6,1,4,59,100.0
152,8,11,0,2,6,5,9,1,4,92,100.0
64,17,4,2,1,2,2,41,1,2,79,74.56
161,12,2,10,2,0,2,5,0,4,98,75.8
191,20,12,3,0,1,11,3,1,3,24,97.44
127,10,11,7,1,3,8,40,0,4,66,100.0
208,13,13,9,3,1,12,45,0,1,92,100.0
77,7,1,2,2,0,1,40,1,1,55,59.17
70,14,7,2,3,6,1,12,0,5,48,100.0
185,11,4,8,0,4,0,3,0,3,51,89.6
135,6,4,8,3,4,0,2,0,2,30,100.0
61,13,11,1,3,3,8,45,0,4,48,100.0
151,5,4,3,0,3,1,20,0,5,29,74.57
202,10,7,1,1,6,1,31,0,3,100,100.0
171,16,4,0,4,0,4,8,0,5,60,79.41
187,20,10,0,3,6,4,40,1,5,100,100.0
34,21,11,9,4,3,8,30,0,3,72,100.0
163,9,8,10,2,5,3,13,1,4,62,100.0
220,9,2,3,4,1,1,4,1,3,30,84.5
120,19,5,2,2,3,2,36,1,2,26,93.36
130,19,11,8,0,2,9,40,1,2,5,100.0
196,13,3,9,3,3,0,40,0,4,54,100.0
33,8,2,10,0,2,0,46,1,2,70,76.06
47,14,12,10,2,4,8,39,0,1,19,100.0
217,7,12,1,2,5,7,30,1,4,3,100.0
177,8,5,5,3,4,1,83,1,3,19,100.0
110,18,6,10,0,3,3,52,1,1,51,100.0
156,14,2,4,4,0,2,12,0,3,59,73.6
159,7,11,2,3,0,11,50,1,3,33,100.0
185,6,1,3,4,0,1,5,0,4,80,68.95
232,14,8,6,3,4,4,46,0,5,56,100.0
50,14,15,10,3,4,11,11,0,3,56,100.0
227,5,4,3,1,0,4,44,0,2,11,60.69
153,16,6,2,1,0,6,59,0,4,58,72.23
217,14,4,1,1,2,2,63,0,1,21,60.16
128,16,0,10,0,0,0,39,0,5,53,65.14
83,21,14,8,2,6,8,24,0,5,70,100.0
190,6,12,7,4,1,11,100,0,3,97,100.0
168,8,13,6,4,2,11,91,1,2,77,100.0
67,12,2,2,1,0,2,42,0,4,28,50.61
44,20,11,10,2,4,7,62,1,5,4,100.0
130,11,1,6,0,1,0,29,0,2,74,51.45
53,8,6,3,1,2,4,92,1,5,92,100.0
196,9,7,6,4,4,3,100,1,2,9,100.0
67,21,5,10,4,4,1,31,0,2,2,100.0
98,13,1,8,1,1,0,39,0,4,37,63.09
95,22,13,8,4,5,8,54,0,5,29,100.0
236,10,4,6,3,0,4,90,0,2,96,92.24
96,21,3,4,4,2,1,35,0,2,28,84.58
97,10,4,3,4,4,0,25,0,4,62,99.77
45,5,6,6,4,0,6,32,0,2,49,86.88
44,15,1,5,3,0,1,42,0,1,53,60.11
158,13,8,7,1,0,8,32,0,4,72,88.17
72,16,15,10,0,3,12,41,0,4,32,100.0
74,5,0,3,3,0,0,45,0,2,100,44.95
45,8,8,7,4,6,2,6,1,5,11,100.0
118,21,6,9,1,5,1,4,0,5,22,100.0
71,19,2,7,1,1,1,32,1,2,18,73.21
90,9,7,5,4,1,6,57,1,5,9,100.0
128,6,1,5,1,0,1,7,0,1,47,45.88
117,17,7,10,0,1,6,24,1,5,99,100.0
240,15,1,9,4,0,1,73,0,1,10,87.8
30,15,13,10,3,4,9,71,0,1,56,100.0
66,15,5,9,0,4,1,56,0,4,27,92.45
97,10,4,0,1,3,1,63,0,1,32,51.79
67,16,2,7,0,2,0,60,0,4,57,69.23
211,19,11,9,2,3,8,59,1,1,40,100.0
164,12,5,1,2,5,0,54,0,2,18,90.68
212,12,14,3,4,0,14,22,0,4,56,100.0
68,17,1,7,1,1,0,99,1,2,15,79.58
45,18,3,10,2,2,1,32,1,3,85,99.82
228,13,8,10,2,5,3,18,0,2,57,100.0
240,18,9,6,4,1,8,13,1,5,76,100.0
156,8,4,5,0,3,1,47,1,4,45,100.0
88,14,8,4,0,4,4,19,0,2,2,72.32
60,12,5,10,3,0,5,64,0,5,93,100.0
192,11,1,0,3,0,1,36,0,2,38,63.31
108,19,12,1,3,6,6,59,1,1,93,100.0
95,15,13,5,4,5,8,94,0,2,33,100.0
191,13,12,0,1,3,9,3,0,5,98,100.0
82,5,8,8,1,0,8,24,0,2,33,77.99
151,5,9,7,2,4,5,97,0,2,39,100.0
175,8,15,4,3,2,13,99,1,4,35,100.0
240,10,13,7,0,5,8,31,0,2,80,100.0
42,21,8,1,2,3,5,9,0,5,29,84.54
108,10,9,1,0,0,9,100,0,3,71,78.08
165,22,5,8,4,3,2,18,0,3,72,100.0
34,18,11,6,3,3,8,52,1,5,38,100.0
205,5,7,8,0,0,7,86,0,2,56,100.0
134,5,3,8,1,2,1,38,0,1,79,76.05
81,10,11,1,2,2,9,83,0,1,18,94.36
44,5,11,4,1,2,9,30,0,1,2,86.45
147,6,3,4,0,1,2,83,0,4,65,71.77
36,20,5,8,0,0,5,77,1,1,100,90.62
129,10,0,3,1,0,0,27,0,1,56,36.68
91,13,8,3,3,6,2,19,0,5,75,100.0
40,11,9,8,0,0,9,84,0,1,21,76.91
177,20,13,4,0,6,7,59,1,2,6,100.0
196,15,3,5,4,2,1,29,0,2,9,88.08
203,15,9,1,4,2,7,36,0,4,71,100.0
222,22,2,3,0,0,2,1,0,1,68,39.39
87,6,13,8,4,5,8,72,0,1,31,100.0
134,11,14,0,1,6,8,87,0,4,12,100.0
140,9,4,3,2,4,0,31,1,4,51,100.0
69,11,15,4,0,5,10,68,0,1,17,100.0
236,6,10,10,1,2,8,37,0,3,55,100.0
165,14,14,9,4,6,8,12,0,4,21,100.0
148,21,0,2,3,0,0,32,0,1,100,52.73
179,21,14,5,3,1,13,99,0,2,44,100.0
141,20,7,4,1,0,7,34,1,2,50,84.17
152,20,9,8,3,0,9,97,1,1,85,100.0
36,15,15,7,1,0,15,92,0,5,83,100.0
123,22,5,4,1,0,5,40,0,3,88,73.11
158,7,12,3,4,1,11,47,1,3,26,100.0
131,16,15,5,0,0,15,61,0,3,50,100.0
64,17,5,2,3,4,1,39,1,2,4,100.0
182,9,5,10,0,1,4,54,1,1,44,92.42
151,19,5,7,0,1,4,29,1,4,81,96.14
64,15,6,4,1,6,0,89,0,2,19,98.77
218,5,8,7,3,1,7,78,0,3,36,100.0
125,19,4,8,1,3,1,14,1,5,53,100.0
151,17,15,9,1,3,12,16,1,3,73,100.0
174,21,9,9,4,3,6,0,0,1,64,100.0
151,16,11,6,1,1,10,94,0,1,90,100.0
144,7,9,6,3,2,7,83,1,1,70,100.0
168,5,10,0,2,4,6,25,0,5,77,100.0
60,13,12,2,0,5,7,65,0,5,37,100.0
55,20,11,7,2,4,7,11,1,1,71,100.0
131,12,13,9,0,3,10,50,0,4,83,100.0
175,11,13,1,3,5,8,25,0,2,95,100.0
192,20,3,4,2,1,2,72,1,1,70,94.54
199,19,7,2,2,0,7,34,1,3,37,95.94
136,5,13,10,0,3,10,100,0,4,34,100.0
194,5,7,7,4,6,1,9,0,5,78,100.0
109,14,15,0,3,0,15,39,0,3,91,100.0
100,22,5,1,1,2,3,85,0,3,88,80.6
178,20,11,9,4,6,5,24,1,3,26,100.0
158,14,13,1,1,6,7,81,0,3,42,100.0
117,10,5,1,2,3,2,25,0,2,69,70.83
150,22,3,1,3,1,2,41,0,5,70,84.49
195,12,3,3,2,0,3,64,0,2,21,74.14
194,11,4,3,2,4,0,10,0,4,82,87.16
128,8,1,7,2,1,0,37,1,3,28,78.61
187,9,0,6,0,0,0,7,1,3,97,59.4
199,22,12,5,3,4,8,22,0,5,88,100.0
110,19,15,7,2,2,13,0,1,4,14,100.0
161,7,0,2,2,0,0,82,1,1,70,71.61
106,12,5,3,2,2,3,74,0,4,21,82.72
155,16,11,5,3,3,8,86,0,1,62,100.0
235,6,2,10,3,0,2,61,0,1,69,96.7
237,13,13,0,4,2,11,99,0,3,51,100.0
154,16,0,10,4,0,0,69,0,2,88,81.84
35,7,6,3,4,6,0,43,1,5,6,100.0
149,15,9,1,0,4,5,99,0,2,20,96.17
102,8,0,2,2,0,0,37,1,1,49,59.25
87,14,1,10,2,0,1,77,0,1,93,78.42
65,16,2,1,4,0,2,18,0,3,36,60.92
50,11,12,1,3,3,9,17,0,4,68,100.0
197,20,15,2,0,6,9,84,1,4,92,100.0
219,22,7,10,1,2,5,69,0,2,46,100.0
134,8,3,6,0,3,0,28,1,2,83,81.97
161,19,2,9,0,2,0,98,1,2,65,91.23
149,22,7,3,1,3,4,65,0,4,93,99.81
134,11,14,7,1,0,14,50,0,1,95,100.0
79,17,3,7,4,1,2,66,1,4,2,100.0
204,14,14,7,1,1,13,62,0,3,24,100.0
164,21,4,0,4,2,2,6,0,5,60,78.41
108,5,10,8,0,4,6,71,0,4,8,100.0
192,19,2,9,0,2,0,45,1,5,71,91.3
85,13,11,2,2,6,5,40,0,3,53,100.0
149,20,10,2,0,0,10,67,1,2,14,93.14
180,8,9,3,4,5,4,2,1,2,4,100.0
166,18,15,1,4,0,15,98,1,5,98,100.0
57,18,1,9,0,0,1,49,1,5,74,68.98
142,15,7,9,2,1,6,16,0,2,62,84.7
36,22,13,5,4,1,12,59,0,1,93,100.0
83,12,13,7,3,6,7,74,0,3,16,100.0
181,14,3,9,4,3,0,88,0,3,82,100.0
163,8,3,10,2,3,0,63,1,5,11,100.0
215,13,12,5,4,4,8,58,0,2,59,100.0
121,6,14,0,0,3,11,90,0,5,23,100.0
163,8,15,5,4,4,11,16,1,2,94,100.0
33,13,13,5,4,4,9,55,0,2,74,100.0
93,7,5,4,4,3,2,84,1,1,92,100.0
189,20,5,0,3,4,1,68,1,1,86,100.0
105,19,9,3,0,5,4,22,1,4,38,99.87
153,12,13,8,4,0,13,71,0,1,17,100.0
134,7,0,7,4,0,0,5,1,4,57,82.75
106,21,11,1,0,0,11,57,0,3,14,76.47
141,19,12,10,4,1,11,37,1,2,49,100.0
187,5,7,5,4,0,7,9,0,1,12,86.23
101,7,10,2,0,6,4,28,1,5,65,100.0
68,10,13,5,3,6,7,15,0,4,19,100.0
49,11,0,4,2,0,0,36,0,5,71,53.19
193,19,9,6,4,3,6,12,1,1,84,100.0
112,7,5,3,3,3,2,60,1,4,18,100.0
157,6,10,7,4,5,5,55,0,3,44,100.0
207,9,0,5,2,0,0,58,1,3,52,76.81
185,6,13,4,3,6,7,52,0,3,8,100.0
125,5,9,4,0,5,4,70,0,2,25,100.0
218,17,4,1,2,1,3,52,1,1,84,74.69
132,14,9,10,0,3,6,17,0,2,2,100.0
79,13,12,8,2,1,11,66,0,5,44,100.0
94,20,14,1,3,6,8,4,1,3,68,100.0
37,16,14,3,2,4,10,64,0,3,34,100.0
118,13,3,2,2,3,0,12,0,3,59,72.38
41,22,4,7,1,4,0,0,0,5,73,81.18
73,5,6,1,4,4,2,13,0,2,47,89.74
123,22,3,0,1,0,3,73,0,5,68,66.13
30,12,5,10,2,2,3,21,0,5,55,96.32
224,14,8,4,4,6,2,37,0,4,100,100.0
133,18,2,4,1,1,1,67,1,3,63,77.24
186,12,9,7,0,4,5,56,0,3,12,100.0
66,13,2,10,3,2,0,39,0,2,37,75.07
115,6,4,0,1,0,4,11,0,5,45,54.62
73,9,10,0,1,6,4,38,1,4,13,100.0
122,10,15,6,1,5,10,49,0,4,68,100.0
239,20,0,9,4,0,0,36,1,3,6,95.83
168,11,8,7,1,6,2,6,0,4,54,100.0
177,16,6,6,4,6,0,78,0,2,24,100.0
72,21,14,8,1,6,8,23,0,4,75,100.0
152,6,7,6,3,2,5,82,0,5,68,100.0
46,11,11,2,4,5,6,44,0,5,4,100.0
153,18,11,9,2,2,9,72,1,1,8,100.0
181,16,6,9,4,2,4,82,0,5,62,100.0
32,14,15,0,1,5,10,36,0,1,43,100.0
64,13,2,9,0,1,1,42,0,5,80,71.11
74,19,0,10,4,0,0,82,1,1,53,78.48
230,22,1,8,3,0,1,50,0,4,21,84.15
212,8,7,1,1,0,7,58,1,1,96,76.59
134,16,5,1,2,3,2,87,0,1,45,87.88
127,22,15,3,2,5,10,17,0,4,73,100.0
45,6,2,4,4,2,0,81,0,4,47,76.77
105,21,8,1,0,4,4,73,0,3,98,90.27
155,15,13,3,1,4,9,56,0,5,30,100.0
240,11,5,3,2,3,2,78,0,5,13,100.0
217,6,14,1,0,3,11,19,0,4,33,100.0
125,17,5,9,1,0,5,17,1,2,11,82.5
44,17,9,3,3,4,5,98,1,4,18,100.0
142,6,8,6,2,4,4,62,0,5,18,100.0
147,21,14,3,2,6,8,69,0,4,46,100.0
208,22,5,3,3,1,4,4,0,4,17,84.72
145,19,14,10,4,4,10,23,1,5,26,100.0
173,22,3,2,4,2,1,49,0,2,31,90.48
55,7,12,5,3,6,6,76,1,3,8,100.0
62,9,13,7,4,3,10,80,1,5,73,100.0
231,7,14,9,0,6,8,49,1,3,52,100.0
184,14,15,1,0,1,14,41,0,4,58,100.0
90,22,12,2,3,3,9,38,0,2,45,100.0
146,18,10,9,1,4,6,86,1,4,20,100.0
50,21,7,5,4,6,1,18,0,3,75,100.0
49,17,3,6,0,1,2,50,1,4,67,78.33
52,21,4,3,4,1,3,32,0,3,60,75.21
133,14,5,10,1,4,1,22,0,1,50,100.0
143,12,11,7,1,2,9,96,0,5,84,100.0
222,14,1,5,1,1,0,98,0,3,46,75.94
116,8,0,6,0,0,0,55,1,2,72,56.34
176,14,8,9,2,0,8,31,0,1,23,86.96
103,11,14,2,3,0,14,23,0,5,92,100.0
200,21,4,2,3,2,2,27,0,2,91,81.93
200,18,5,6,0,1,4,4,1,3,56,79.84
178,6,14,6,2,3,11,49,0,4,18,100.0
191,10,9,5,2,4,5,39,0,4,55,100.0
79,5,9,8,1,0,9,86,0,1,26,85.45
67,7,8,2,1,1,7,33,1,3,86,88.57
230,12,15,5,0,1,14,91,0,1,80,100.0
30,12,4,4,2,0,4,30,0,2,19,57.07
233,10,8,5,3,3,5,71,0,2,28,100.0
154,12,15,0,4,3,12,25,0,5,95,100.0
66,22,11,2,2,5,6,73,0,4,59,100.0
217,10,2,1,0,0,2,22,0,1,71,42.27
56,15,8,2,3,4,4,96,0,3,3,100.0
33,7,13,8,2,6,7,54,1,5,62,100.0
89,19,10,6,0,3,7,71,1,1,40,100.0
209,11,14,10,2,2,12,97,0,4,36,100.0
31,8,9,0,2,5,4,87,1,2,44,100.0
97,12,4,6,1,2,2,6,0,5,23,72.97
140,11,12,9,0,6,6,30,0,4,71,100.0
42,19,15,6,1,0,15,97,1,2,23,100.0
156,8,8,3,4,5,3,31,1,2,59,100.0
118,5,14,10,0,4,10,52,0,1,38,100.0
103,10,14,6,0,1,13,32,0,4,13,100.0
199,7,15,3,4,3,12,26,1,3,44,100.0
196,18,6,1,2,2,4,80,1,5,25,100.0
36,14,2,8,3,0,2,99,0,1,62,71.6
197,17,14,2,4,0,14,78,1,3,7,100.0
101,22,7,7,0,0,7,86,0,2,76,84.42
38,17,7,1,2,5,2,58,1,5,9,100.0
109,12,8,2,2,5,3,61,0,4,84,100.0
119,7,6,8,1,6,0,86,1,3,37,100.0
107,10,7,4,2,2,5,52,0,2,99,93.68
136,18,11,7,2,2,9,1,1,1,60,100.0
72,6,9,4,0,1,8,6,0,2,3,62.16
112,16,9,2,0,2,7,13,0,1,54,72.83
150,13,7,3,1,0,7,28,0,1,81,68.07
32,5,12,10,2,1,11,24,0,2,9,97.63
54,12,5,3,0,2,3,94,0,2,40,73.49
108,7,8,9,0,3,5,14,1,4,75,100.0
77,11,7,10,4,5,2,28,0,5,76,100.0
63,16,6,5,4,0,6,50,0,1,76,82.91
226,10,0,3,3,0,0,71,0,3,15,72.45
219,6,14,5,1,4,10,79,0,1,94,100.0
199,7,13,2,3,0,13,14,1,4,12,100.0
201,12,4,2,1,1,3,91,0,1,55,69.48
158,22,11,1,0,3,8,25,0,2,60,87.38
55,16,9,10,4,1,8,61,0,4,81,100.0
110,8,12,0,1,2,10,3,1,1,66,100.0
223,17,15,4,2,3,12,17,1,3,56,100.0
113,11,4,0,1,4,0,35,0,2,86,67.08
117,13,0,9,3,0,0,30,0,3,39,62.36
52,19,0,0,3,0,0,92,1,5,24,67.0
47,5,14,1,2,6,8,79,0,1,98,100.0
221,22,4,3,4,3,1,84,0,1,93,97.96
97,9,1,1,4,0,1,2,1,4,100,69.95
227,15,9,7,1,4,5,39,0,1,49,100.0
52,18,9,8,0,6,3,65,1,5,75,100.0
158,19,8,3,0,2,6,60,1,4,85,100.0
193,10,6,8,2,1,5,96,0,1,26,100.0
75,7,1,6,3,1,0,60,1,3,80,90.56
92,19,15,10,3,2,13,58,1,2,8,100.0
122,17,4,1,0,2,2,61,1,4,14,78.11
139,20,5,6,1,1,4,17,1,3,70,85.12
71,20,4,1,0,2,2,66,1,4,70,83.48
79,6,4,6,0,0,4,44,0,3,47,56.88
38,7,11,5,1,4,7,40,1,2,15,100.0
190,11,9,8,3,5,4,39,0,4,86,100.0
