asset_id,department,asset_type,criticality,health_score,failure_risk,asset_age_years,days_since_inspection,defect_count,urgent_defect_count,max_safety_impact,repeat_failure,maintenance_count,corrective_maintenance_count,previous_failure_count,urgent_maintenance
ML-01535,TRD,Section Insulator,4,66.41,51.16,15.5,95,0,0,0,1,7,3,0,0
ML-01536,ENGINEERING,Track,4,76.32,47.49,8.4,208,0,0,0,1,2,2,2,0
ML-01537,ENGINEERING,Bridge,3,80.78,30.31,6.6,233,2,0,3,0,6,3,0,1
ML-01538,ENGINEERING,Track,4,82.08,33.19,6.5,124,1,0,3,0,1,0,0,0
ML-01539,S&T,Point Machine,3,56.51,55.66,18.1,167,1,0,2,0,1,0,0,0
ML-01540,S&T,Axle Counter,3,78.95,31.88,7.9,108,1,0,1,0,2,1,1,0
ML-01541,S&T,Signal,2,63.67,51.86,16.9,70,2,1,2,1,8,6,4,0
ML-01542,ENGINEERING,Track,3,52.7,71.21,30.0,103,2,1,3,1,2,2,1,0
ML-01543,S&T,Axle Counter,5,90.37,34.13,3.3,22,1,0,2,1,3,2,2,0
ML-01544,ENGINEERING,Bridge,1,71.9,29.68,13.0,179,1,0,2,0,7,2,3,0
ML-01545,S&T,Signal,4,72.05,45.95,8.5,64,0,0,0,0,4,1,0,0
ML-01546,S&T,Axle Counter,5,93.6,48.29,3.0,42,1,0,2,1,4,2,1,0
ML-01547,TRD,OHE,4,65.94,59.84,18.8,128,0,0,0,0,2,2,2,0
ML-01548,TRD,OHE,3,49.66,63.51,17.9,116,0,0,0,1,1,1,0,0
ML-01549,TRD,Section Insulator,5,73.24,52.24,7.5,119,4,3,2,1,4,0,3,1
ML-01550,TRD,Transformer,1,79.91,24.24,10.2,22,0,0,0,1,3,1,2,0
ML-01551,ENGINEERING,Bridge,5,59.03,69.61,19.5,124,2,2,3,0,4,0,2,1
ML-01552,S&T,Axle Counter,4,88.33,33.71,6.4,164,0,0,0,1,2,1,1,0
ML-01553,ENGINEERING,Bridge,3,87.62,24.56,13.9,89,0,0,0,0,4,1,3,0
ML-01554,S&T,Signal,5,63.17,66.29,16.8,75,6,3,3,1,6,5,3,0
ML-01555,ENGINEERING,Track,4,74.43,56.09,18.0,162,4,2,3,0,4,1,0,0
ML-01556,ENGINEERING,Track,5,73.01,50.72,10.0,90,3,0,4,1,3,2,0,1
ML-01557,ENGINEERING,Bridge,1,62.73,37.6,17.3,103,0,0,0,1,2,1,1,0
ML-01558,ENGINEERING,Track,3,72.04,40.63,13.4,34,1,0,2,1,6,2,1,0
ML-01559,S&T,Axle Counter,4,77.44,40.95,9.7,123,2,2,3,0,2,0,1,1
ML-01560,S&T,Point Machine,4,44.31,74.65,27.6,61,2,1,3,0,2,1,1,0
ML-01561,ENGINEERING,Track,5,81.8,41.86,6.0,32,1,1,2,1,2,1,0,0
ML-01562,S&T,Axle Counter,3,56.87,57.36,17.2,82,0,0,0,0,1,0,1,1
ML-01563,TRD,Transformer,2,56.64,62.24,25.8,177,1,0,1,1,6,6,2,0
ML-01564,ENGINEERING,Track,3,81.76,37.94,11.1,129,2,1,2,1,4,1,1,0
ML-01565,ENGINEERING,Track,4,66.53,52.94,6.6,215,0,0,0,0,3,2,0,1
ML-01566,S&T,Axle Counter,4,64.73,54.2,17.4,89,2,1,5,1,3,2,1,0
ML-01567,ENGINEERING,Bridge,4,77.75,45.06,5.4,112,2,1,3,0,1,1,0,0
ML-01568,ENGINEERING,Track,4,78.2,40.53,6.2,38,1,0,4,1,2,0,0,0
ML-01569,ENGINEERING,Point & Crossing,4,58.99,57.56,16.9,98,2,0,1,0,3,2,2,1
ML-01570,S&T,Point Machine,4,66.56,51.94,12.6,107,1,1,2,0,7,2,1,0
ML-01571,TRD,OHE,1,85.14,26.19,10.1,193,0,0,0,0,3,1,0,0
ML-01572,ENGINEERING,Bridge,3,76.07,32.62,10.0,28,0,0,0,0,4,2,0,0
ML-01573,S&T,Signal,2,87.7,20.28,7.8,20,2,1,2,0,5,0,1,0
ML-01574,TRD,OHE,3,70.12,35.85,9.9,56,1,0,3,0,7,3,3,1
ML-01575,ENGINEERING,Track,2,78.62,30.0,7.8,53,0,0,0,0,1,0,0,0
ML-01576,ENGINEERING,Bridge,4,100.0,26.18,1.4,208,0,0,0,1,2,1,2,0
ML-01577,ENGINEERING,Track,4,66.13,46.31,11.9,177,0,0,0,0,0,0,0,0
ML-01578,TRD,OHE,5,61.52,62.02,17.2,76,5,3,3,0,7,6,4,1
ML-01579,S&T,Point Machine,4,84.18,45.53,5.2,139,0,0,0,1,3,2,0,0
ML-01580,TRD,Transformer,2,76.56,31.29,6.9,72,2,0,3,1,4,1,2,0
ML-01581,S&T,Point Machine,4,73.46,46.67,10.4,128,2,1,3,0,1,0,0,0
ML-01582,ENGINEERING,Bridge,2,74.18,41.88,14.7,24,1,0,3,0,2,0,1,0
ML-01583,ENGINEERING,Point & Crossing,2,47.76,54.92,25.8,90,0,0,0,0,3,2,1,0
ML-01584,ENGINEERING,Point & Crossing,5,35.55,82.69,25.5,127,5,2,3,1,7,6,3,1
ML-01585,TRD,OHE,3,71.09,40.98,15.7,58,2,0,3,1,3,1,1,0
ML-01586,S&T,Axle Counter,4,69.8,51.64,8.4,47,0,0,0,0,3,1,0,0
ML-01587,S&T,Axle Counter,4,81.77,50.36,11.8,7,6,1,3,0,0,0,0,1
ML-01588,ENGINEERING,Bridge,3,80.46,28.77,4.2,137,3,0,1,1,4,0,1,1
ML-01589,TRD,OHE,5,70.07,59.28,15.4,40,1,0,3,0,6,4,4,0
ML-01590,S&T,Point Machine,1,86.56,16.23,12.7,96,2,1,3,0,4,2,1,0
ML-01591,S&T,Axle Counter,5,61.39,62.75,13.0,33,1,1,4,0,2,1,1,0
ML-01592,S&T,Signal,3,55.2,55.98,19.4,42,4,0,2,0,6,4,3,0
ML-01593,TRD,OHE,2,82.26,39.32,8.4,23,0,0,0,0,5,2,2,1
ML-01594,TRD,OHE,2,96.9,22.78,6.9,73,1,0,3,0,3,1,0,0
ML-01595,ENGINEERING,Point & Crossing,2,72.14,49.51,24.0,76,1,1,1,0,1,0,1,0
ML-01596,S&T,Point Machine,5,81.6,53.52,10.2,24,2,0,3,0,4,1,1,0
ML-01597,ENGINEERING,Track,3,76.93,43.26,10.7,106,0,0,0,0,7,4,3,0
ML-01598,ENGINEERING,Point & Crossing,2,73.72,31.48,8.2,102,1,0,3,1,4,1,1,0
ML-01599,ENGINEERING,Bridge,1,68.58,31.1,14.9,118,1,1,3,0,5,2,1,0
ML-01600,ENGINEERING,Track,4,78.33,33.85,6.8,40,1,1,3,0,1,1,0,0
ML-01601,S&T,Point Machine,4,53.0,60.3,18.3,177,3,2,5,0,2,0,2,0
ML-01602,S&T,Axle Counter,5,75.61,47.37,9.0,88,1,0,3,0,6,3,1,0
ML-01603,S&T,Signal,3,78.09,29.5,13.7,87,3,0,3,1,2,1,1,0
ML-01604,S&T,Point Machine,4,81.73,48.12,6.7,75,2,0,3,0,6,5,2,1
ML-01605,S&T,Signal,2,75.19,30.31,8.6,72,3,1,3,0,3,2,1,0
ML-01606,S&T,Signal,4,59.47,60.03,21.7,78,2,1,3,0,1,0,1,0
ML-01607,ENGINEERING,Track,4,96.83,41.62,8.5,60,0,0,0,0,2,0,0,0
ML-01608,ENGINEERING,Bridge,3,45.63,70.76,28.3,73,1,0,3,0,4,4,1,0
ML-01609,TRD,OHE,2,57.17,46.2,19.2,92,0,0,0,0,2,2,1,0
ML-01610,TRD,OHE,3,86.46,34.77,8.2,37,0,0,0,0,3,1,1,0
ML-01611,ENGINEERING,Track,4,75.53,49.29,8.0,149,1,0,2,0,1,1,1,1
ML-01612,TRD,Transformer,3,76.83,46.74,10.4,137,1,0,3,0,3,1,2,0
ML-01613,ENGINEERING,Bridge,2,76.66,29.56,7.1,138,0,0,0,1,3,1,0,0
ML-01614,TRD,Section Insulator,4,63.6,48.18,15.0,63,1,1,1,0,2,2,0,0
ML-01615,TRD,Section Insulator,3,59.09,45.76,10.6,44,1,0,2,0,4,4,2,0
ML-01616,ENGINEERING,Bridge,3,100.0,23.15,7.8,33,1,0,2,0,1,1,1,0
ML-01617,TRD,Transformer,4,60.38,68.1,23.2,10,2,1,2,1,4,3,2,1
ML-01618,ENGINEERING,Bridge,2,85.51,22.28,4.3,86,2,0,3,0,3,1,0,1
ML-01619,S&T,Signal,4,76.95,47.13,10.0,116,2,1,3,1,3,0,1,0
ML-01620,ENGINEERING,Point & Crossing,4,66.33,49.47,9.2,256,1,0,5,0,2,0,0,0
ML-01621,ENGINEERING,Track,3,84.35,37.26,6.9,84,1,0,5,0,2,0,2,0
ML-01622,ENGINEERING,Track,4,70.02,47.16,11.1,65,0,0,0,1,3,2,1,0
ML-01623,ENGINEERING,Point & Crossing,3,93.26,29.68,7.8,21,0,0,0,0,2,0,0,0
ML-01624,TRD,OHE,5,78.88,63.16,13.7,37,1,1,5,0,2,2,1,1
ML-01625,TRD,Section Insulator,4,64.52,63.6,21.8,134,1,1,3,0,4,3,1,0
ML-01626,S&T,Signal,3,77.4,38.59,12.4,47,0,0,0,0,2,0,0,0
ML-01627,ENGINEERING,Bridge,3,80.29,48.56,18.3,32,1,0,3,1,0,0,0,0
ML-01628,ENGINEERING,Track,1,61.79,39.54,16.3,90,2,1,3,1,2,0,0,0
ML-01629,S&T,Signal,3,52.53,71.02,27.9,98,2,1,5,0,6,3,4,0
ML-01630,TRD,Section Insulator,2,51.4,65.78,26.8,79,2,0,3,0,6,3,5,1
ML-01631,ENGINEERING,Point & Crossing,4,76.94,37.41,9.0,79,2,1,3,0,2,1,1,1
ML-01632,TRD,Transformer,5,83.17,47.83,8.7,69,0,0,0,1,4,3,1,1
ML-01633,S&T,Signal,3,60.99,50.36,16.1,103,3,1,3,0,6,3,2,0
ML-01634,S&T,Signal,3,74.49,38.11,9.7,66,3,2,5,1,2,0,1,0
ML-01635,TRD,Transformer,5,69.01,54.58,16.4,95,0,0,0,1,5,3,1,0
ML-01636,TRD,Section Insulator,4,58.91,60.43,16.7,98,1,0,3,1,4,2,3,0
ML-01637,S&T,Signal,4,85.13,44.04,9.0,104,1,0,3,0,3,2,2,0
ML-01638,S&T,Point Machine,3,74.54,43.68,8.8,134,1,1,3,0,6,2,1,0
ML-01639,ENGINEERING,Track,4,70.1,38.94,8.6,53,2,1,1,1,3,1,0,0
ML-01640,TRD,OHE,5,61.04,61.11,14.5,48,1,1,4,1,4,1,2,1
ML-01641,ENGINEERING,Point & Crossing,2,95.7,32.38,4.7,91,0,0,0,0,1,0,0,0
ML-01642,S&T,Point Machine,2,75.67,33.91,11.4,154,2,1,3,0,6,2,1,1
ML-01643,S&T,Point Machine,4,77.77,44.97,11.1,158,3,1,3,1,1,1,1,0
ML-01644,TRD,Section Insulator,4,71.18,44.56,10.9,16,1,0,4,0,3,2,0,0
ML-01645,S&T,Axle Counter,3,67.03,40.95,13.0,123,2,1,1,1,1,0,0,0
ML-01646,ENGINEERING,Track,1,67.79,38.73,17.9,90,1,0,2,0,5,0,1,0
ML-01647,ENGINEERING,Bridge,1,95.56,11.66,4.1,96,2,1,3,0,4,3,0,0
ML-01648,TRD,Section Insulator,3,54.35,66.36,28.6,18,2,1,3,1,5,3,4,1
ML-01649,S&T,Point Machine,4,58.36,66.49,13.7,125,3,1,2,1,4,3,2,1
ML-01650,S&T,Axle Counter,3,69.24,41.32,12.5,45,2,0,2,0,4,0,2,0
ML-01651,ENGINEERING,Point & Crossing,5,81.59,51.55,6.7,160,0,0,0,0,1,1,0,0
ML-01652,TRD,Transformer,3,93.5,27.26,7.1,54,2,0,3,0,2,1,0,1
ML-01653,S&T,Axle Counter,3,74.08,45.2,10.8,68,0,0,0,1,0,0,0,0
ML-01654,ENGINEERING,Bridge,5,78.59,52.43,11.1,169,2,1,4,1,2,0,1,1
ML-01655,ENGINEERING,Point & Crossing,5,79.75,47.83,3.5,46,1,0,2,1,2,0,1,1
ML-01656,S&T,Axle Counter,3,45.61,68.38,23.4,84,4,1,2,1,1,1,1,0
ML-01657,TRD,OHE,4,66.69,50.61,14.4,12,2,0,1,1,5,3,1,0
ML-01658,ENGINEERING,Bridge,2,79.42,30.2,11.2,49,2,1,3,0,1,0,0,0
ML-01659,S&T,Point Machine,3,65.69,50.44,15.9,84,3,1,3,0,3,1,0,0
ML-01660,S&T,Axle Counter,4,82.15,43.93,7.1,142,2,0,1,0,4,0,0,0
ML-01661,ENGINEERING,Bridge,4,71.91,48.5,10.3,87,0,0,0,0,3,1,2,1
ML-01662,TRD,OHE,2,89.94,18.27,7.8,74,4,1,3,0,2,0,0,0
ML-01663,S&T,Signal,3,99.83,14.92,6.9,43,0,0,0,0,1,0,0,0
ML-01664,ENGINEERING,Point & Crossing,1,98.38,11.69,8.5,105,2,1,3,1,3,1,0,0
ML-01665,TRD,OHE,4,80.06,52.4,13.0,18,1,0,2,1,2,1,0,1
ML-01666,TRD,Transformer,5,84.5,31.76,2.3,27,2,1,2,0,5,2,1,0
ML-01667,S&T,Point Machine,3,73.72,36.86,13.7,243,0,0,0,0,2,1,1,0
ML-01668,TRD,Transformer,4,79.95,37.79,7.4,25,4,1,3,0,1,0,1,0
ML-01669,S&T,Axle Counter,3,68.7,45.59,12.3,139,0,0,0,1,3,0,1,0
ML-01670,S&T,Axle Counter,4,85.89,35.5,5.5,174,2,1,3,0,5,1,0,0
ML-01671,TRD,Transformer,4,67.79,44.98,15.0,126,1,0,3,0,1,0,0,0
ML-01672,S&T,Axle Counter,3,71.12,43.55,18.4,81,1,0,3,1,2,0,0,0
ML-01673,ENGINEERING,Bridge,3,86.1,26.42,6.4,22,2,1,3,0,2,0,0,0
ML-01674,S&T,Signal,4,82.03,42.46,10.6,165,2,0,3,0,2,2,0,0
ML-01675,ENGINEERING,Point & Crossing,3,81.87,37.35,15.6,88,1,1,1,0,5,2,0,0
ML-01676,ENGINEERING,Point & Crossing,4,78.7,38.44,11.4,52,0,0,0,1,5,1,1,0
ML-01677,TRD,OHE,3,73.36,38.0,10.2,126,3,2,4,0,7,1,2,0
ML-01678,S&T,Point Machine,3,70.55,59.27,15.6,81,1,0,2,1,4,2,3,1
ML-01679,TRD,OHE,1,93.17,12.83,7.1,161,1,0,3,0,3,1,1,0
ML-01680,ENGINEERING,Point & Crossing,5,88.68,29.1,6.5,80,3,0,4,0,9,3,0,0
ML-01681,S&T,Signal,2,87.02,17.83,8.9,64,1,0,3,0,2,0,1,0
ML-01682,ENGINEERING,Track,3,77.64,38.03,8.5,28,1,1,3,0,1,1,0,0
ML-01683,S&T,Signal,1,69.7,36.42,17.4,116,1,0,1,0,5,0,1,0
ML-01684,ENGINEERING,Track,4,74.23,49.57,12.6,42,1,1,2,0,3,1,2,0
ML-01685,ENGINEERING,Bridge,3,61.49,48.67,17.5,79,0,0,0,0,4,2,1,0
ML-01686,S&T,Point Machine,3,78.37,46.12,11.5,110,2,1,3,1,3,1,1,0
ML-01687,TRD,Section Insulator,2,78.44,29.03,11.2,90,1,0,5,0,6,3,1,0
ML-01688,S&T,Point Machine,3,80.95,32.5,3.9,58,0,0,0,0,1,0,0,0
ML-01689,TRD,Section Insulator,4,70.7,52.96,9.8,105,0,0,0,0,4,0,1,0
ML-01690,ENGINEERING,Point & Crossing,5,58.16,66.2,18.1,65,1,1,3,0,4,4,2,0
ML-01691,ENGINEERING,Bridge,5,47.69,66.74,11.1,80,1,1,2,1,2,2,1,0
ML-01692,S&T,Point Machine,3,80.8,44.68,14.9,103,0,0,0,0,2,0,0,0
ML-01693,S&T,Signal,1,82.93,19.98,8.8,63,0,0,0,0,3,1,0,0
ML-01694,ENGINEERING,Point & Crossing,3,84.76,31.99,6.9,210,2,1,3,1,3,1,1,0
ML-01695,S&T,Axle Counter,3,66.39,56.7,16.8,90,2,1,3,0,3,1,1,0
ML-01696,TRD,Transformer,5,84.2,40.66,8.4,215,1,0,4,0,3,1,1,1
ML-01697,TRD,OHE,3,83.29,36.92,11.3,75,0,0,0,0,3,1,1,0
ML-01698,S&T,Signal,3,81.55,37.01,11.8,96,1,0,3,0,3,1,0,0
ML-01699,TRD,Section Insulator,3,64.42,51.22,7.0,102,0,0,0,0,5,2,1,0
ML-01700,S&T,Point Machine,4,89.91,39.09,11.4,52,2,0,2,1,2,2,2,0
ML-01701,ENGINEERING,Point & Crossing,3,84.5,38.67,5.9,160,0,0,0,1,2,1,0,0
ML-01702,S&T,Axle Counter,4,87.01,34.35,6.7,133,2,1,1,0,3,1,1,0
ML-01703,S&T,Point Machine,3,82.81,36.29,13.5,164,2,1,1,0,2,1,0,0
ML-01704,ENGINEERING,Track,3,55.75,47.46,10.9,121,1,0,1,0,4,3,0,0
ML-01705,ENGINEERING,Bridge,5,73.36,54.05,11.7,63,2,0,4,1,7,3,3,0
ML-01706,ENGINEERING,Track,4,57.98,55.95,15.7,122,2,0,2,1,3,2,1,0
ML-01707,ENGINEERING,Bridge,1,72.88,27.14,8.1,137,1,1,4,1,2,0,1,0
ML-01708,ENGINEERING,Bridge,5,83.65,43.31,6.6,32,0,0,0,1,3,0,1,0
ML-01709,TRD,Transformer,5,78.66,40.33,5.5,96,2,0,3,1,3,2,1,0
ML-01710,TRD,Transformer,5,81.04,47.68,12.2,78,1,0,2,0,7,4,3,0
ML-01711,TRD,OHE,2,68.1,41.16,16.4,40,1,0,2,1,2,2,0,0
ML-01712,TRD,OHE,3,82.48,37.7,9.0,111,1,0,2,1,2,0,0,0
ML-01713,ENGINEERING,Track,5,71.14,63.45,8.3,39,1,1,3,0,9,3,4,0
ML-01714,S&T,Axle Counter,5,79.76,42.85,6.9,87,3,2,1,1,1,1,0,0
ML-01715,ENGINEERING,Track,3,66.82,61.51,21.7,41,2,0,4,1,7,3,2,0
ML-01716,ENGINEERING,Track,1,82.17,23.89,16.0,60,0,0,0,0,1,0,0,0
ML-01717,S&T,Axle Counter,4,76.57,36.13,5.5,57,0,0,0,1,1,1,1,0
ML-01718,ENGINEERING,Bridge,3,77.68,34.32,12.4,24,4,1,3,1,1,1,1,0
ML-01719,ENGINEERING,Bridge,4,65.43,52.77,10.4,41,2,0,4,1,3,2,2,0
ML-01720,ENGINEERING,Bridge,2,87.36,28.9,7.1,224,1,0,3,1,3,0,0,0
ML-01721,TRD,Section Insulator,3,84.6,38.64,5.7,152,0,0,0,0,4,2,1,0
ML-01722,S&T,Signal,5,72.39,53.53,4.7,38,2,1,3,1,5,1,1,0
ML-01723,S&T,Axle Counter,3,77.11,51.27,17.9,118,3,0,3,0,5,2,2,0
ML-01724,ENGINEERING,Bridge,3,80.96,38.54,9.8,51,1,0,3,1,4,1,1,0
ML-01725,S&T,Point Machine,1,63.43,46.15,19.6,151,2,1,3,0,3,2,2,0
ML-01726,ENGINEERING,Point & Crossing,4,54.41,71.59,24.4,105,3,1,3,0,5,4,2,0
ML-01727,S&T,Signal,1,70.1,38.91,16.3,30,1,0,3,0,2,2,0,0
ML-01728,S&T,Axle Counter,4,67.27,51.8,11.1,157,1,0,4,1,3,2,1,1
ML-01729,TRD,OHE,4,82.92,33.3,8.0,235,1,0,3,0,1,0,0,0
ML-01730,ENGINEERING,Track,3,85.36,27.37,4.3,96,0,0,0,0,3,0,0,0
ML-01731,S&T,Axle Counter,4,84.84,37.25,11.1,115,2,1,2,1,3,3,1,0
ML-01732,ENGINEERING,Point & Crossing,2,80.39,32.73,12.4,69,1,0,1,1,3,2,0,1
ML-01733,S&T,Axle Counter,3,84.38,42.23,6.4,41,2,0,3,1,1,0,0,0
ML-01734,TRD,Section Insulator,4,95.0,27.96,6.1,174,0,0,0,1,2,0,0,0
ML-01735,TRD,Transformer,1,66.48,32.65,14.2,21,1,1,1,0,1,1,0,0
ML-01736,ENGINEERING,Track,3,74.25,49.97,11.4,113,0,0,0,0,3,2,2,0
ML-01737,TRD,Transformer,3,81.59,29.46,7.2,88,2,0,2,0,0,0,0,0
ML-01738,S&T,Axle Counter,4,78.84,40.25,4.9,30,0,0,0,1,4,3,1,0
ML-01739,TRD,OHE,3,79.46,42.55,10.8,48,2,1,2,0,7,2,3,0
ML-01740,ENGINEERING,Track,3,87.16,31.63,6.0,67,0,0,0,0,2,1,1,0
ML-01741,ENGINEERING,Track,4,87.89,39.54,10.4,48,2,0,3,0,4,2,1,0
ML-01742,ENGINEERING,Track,2,80.83,22.59,8.2,108,1,0,5,0,3,1,0,0
ML-01743,TRD,Transformer,5,66.32,40.61,5.2,112,5,2,3,0,3,2,1,0
ML-01744,ENGINEERING,Bridge,3,83.82,24.07,4.6,98,3,2,2,1,1,0,0,0
ML-01745,TRD,Transformer,3,100.0,20.37,5.0,159,0,0,0,0,5,4,0,0
ML-01746,TRD,Section Insulator,2,79.26,30.87,10.6,77,1,0,3,0,3,2,0,0
ML-01747,TRD,Section Insulator,1,57.35,38.21,17.6,82,1,1,3,0,3,2,0,0
ML-01748,S&T,Axle Counter,2,59.89,48.14,22.5,45,0,0,0,1,1,1,1,0
ML-01749,TRD,OHE,1,69.85,36.91,20.1,52,0,0,0,1,4,3,2,0
ML-01750,TRD,OHE,4,61.95,59.85,18.7,58,1,0,2,0,4,3,3,0
ML-01751,S&T,Signal,4,83.14,39.84,9.3,110,1,0,2,0,2,0,1,0
ML-01752,TRD,Transformer,2,57.14,49.01,20.3,143,2,0,3,0,1,0,1,1
ML-01753,ENGINEERING,Bridge,2,70.21,45.82,10.5,12,1,0,4,1,1,0,0,0
ML-01754,S&T,Axle Counter,3,77.86,39.92,13.9,173,0,0,0,0,1,1,0,0
ML-01755,TRD,Transformer,4,76.01,47.86,12.6,113,1,0,3,0,2,1,0,0
ML-01756,S&T,Signal,4,78.96,39.55,13.8,75,1,0,2,0,0,0,0,0
ML-01757,S&T,Axle Counter,4,87.69,40.3,7.6,35,2,0,3,1,4,1,1,0
ML-01758,TRD,OHE,3,73.66,47.02,8.9,277,3,0,2,0,2,1,0,0
ML-01759,TRD,Section Insulator,5,75.31,50.36,9.3,50,2,0,5,0,2,2,0,1
ML-01760,TRD,Transformer,4,90.78,33.97,6.4,28,0,0,0,0,3,1,1,0
ML-01761,S&T,Signal,4,58.75,62.77,15.4,78,1,0,2,1,1,1,0,0
ML-01762,S&T,Axle Counter,3,86.68,37.14,6.5,105,0,0,0,0,4,1,0,0
ML-01763,TRD,Section Insulator,4,59.04,51.28,20.1,147,1,0,1,0,2,1,0,0
ML-01764,ENGINEERING,Track,1,81.98,25.51,11.1,150,0,0,0,0,4,2,0,0
ML-01765,TRD,Section Insulator,1,80.16,36.8,12.0,105,1,0,2,1,5,1,1,1
ML-01766,TRD,OHE,4,71.13,49.43,11.4,139,3,1,2,1,2,0,1,0
ML-01767,S&T,Signal,4,70.9,48.38,14.9,93,1,0,3,0,4,3,1,0
ML-01768,S&T,Axle Counter,4,52.81,58.96,9.7,19,4,1,3,1,2,2,1,0
ML-01769,S&T,Axle Counter,4,50.56,63.64,17.7,18,1,1,1,0,4,2,0,1
ML-01770,TRD,OHE,3,66.0,50.45,17.1,150,1,0,1,0,4,2,3,1
ML-01771,TRD,OHE,4,73.15,42.48,15.6,73,2,0,3,1,6,2,3,1
ML-01772,S&T,Signal,4,85.53,35.36,5.9,196,2,0,4,0,3,0,1,0
ML-01773,TRD,OHE,1,88.2,18.97,9.5,47,2,0,3,0,5,1,0,0
ML-01774,TRD,Transformer,4,79.95,49.01,10.3,185,2,0,3,0,7,2,2,0
ML-01775,TRD,Transformer,3,67.25,41.68,6.6,82,2,1,4,0,4,1,0,1
ML-01776,ENGINEERING,Point & Crossing,4,100.0,27.21,7.4,65,0,0,0,0,3,0,1,0
ML-01777,S&T,Point Machine,2,70.06,40.26,12.1,48,1,0,3,1,2,1,0,0
ML-01778,TRD,Section Insulator,4,79.68,42.59,11.7,31,3,0,3,0,3,0,1,0
ML-01779,S&T,Axle Counter,3,87.45,20.58,3.1,33,1,0,1,1,2,0,0,0
ML-01780,S&T,Point Machine,1,73.31,31.6,9.0,64,4,0,2,0,2,1,0,0
ML-01781,ENGINEERING,Point & Crossing,4,54.93,76.99,19.3,326,2,2,4,1,2,2,0,1
ML-01782,S&T,Axle Counter,3,82.02,44.99,12.1,53,1,0,5,0,1,0,0,0
ML-01783,ENGINEERING,Bridge,1,87.55,24.28,8.7,97,0,0,0,0,3,2,2,0
ML-01784,S&T,Axle Counter,3,78.44,36.27,7.2,61,0,0,0,1,1,0,0,0
ML-01785,S&T,Point Machine,1,91.99,9.12,11.1,91,1,0,3,0,1,0,0,1
ML-01786,ENGINEERING,Track,3,81.39,33.12,8.3,24,0,0,0,0,1,1,1,0
ML-01787,S&T,Signal,5,73.94,65.51,11.4,69,2,0,5,1,4,3,2,0
ML-01788,S&T,Axle Counter,3,64.02,45.04,8.6,120,7,2,4,1,4,3,2,0
ML-01789,ENGINEERING,Point & Crossing,3,67.98,43.41,10.7,176,0,0,0,0,2,1,1,0
ML-01790,ENGINEERING,Point & Crossing,5,87.67,47.61,8.4,33,1,0,5,0,2,0,1,0
ML-01791,S&T,Point Machine,3,89.78,28.08,3.2,111,2,0,2,1,4,3,1,0
ML-01792,ENGINEERING,Point & Crossing,4,60.18,53.99,20.5,122,0,0,0,0,8,4,3,0
ML-01793,ENGINEERING,Track,5,80.0,33.33,5.4,55,3,0,2,0,3,1,1,1
ML-01794,ENGINEERING,Point & Crossing,3,78.82,39.1,7.3,30,1,0,2,0,3,3,1,0
ML-01795,ENGINEERING,Point & Crossing,1,46.79,48.01,28.4,129,2,0,3,0,2,1,0,0
ML-01796,TRD,Transformer,4,70.58,42.02,10.7,96,2,1,3,1,1,0,0,0
ML-01797,S&T,Axle Counter,3,73.36,42.9,12.2,132,3,1,5,1,3,2,2,0
ML-01798,ENGINEERING,Bridge,1,70.94,27.9,10.9,128,1,0,3,1,3,1,1,0
ML-01799,S&T,Point Machine,1,83.59,15.83,11.7,73,0,0,0,0,4,3,1,0
ML-01800,S&T,Signal,3,92.93,42.38,7.5,103,0,0,0,1,2,0,1,1
ML-01801,ENGINEERING,Track,4,71.36,56.66,10.7,97,4,1,3,0,2,1,2,0
ML-01802,ENGINEERING,Point & Crossing,2,79.55,35.34,11.0,38,0,0,0,0,2,1,0,0
ML-01803,ENGINEERING,Track,4,83.27,49.86,12.7,31,1,0,3,0,8,4,2,0
ML-01804,ENGINEERING,Point & Crossing,3,86.84,30.76,8.2,47,0,0,0,0,3,1,0,0
ML-01805,ENGINEERING,Bridge,4,80.51,32.28,8.1,51,2,0,3,0,2,1,0,0
ML-01806,S&T,Signal,1,82.75,18.29,11.1,39,0,0,0,0,2,1,0,0
ML-01807,TRD,Section Insulator,4,82.06,36.51,10.3,151,2,0,3,0,3,0,1,0
ML-01808,TRD,Section Insulator,4,70.39,49.68,9.1,90,0,0,0,0,2,1,1,0
ML-01809,ENGINEERING,Bridge,4,55.39,57.48,17.3,116,1,0,2,1,8,7,2,0
ML-01810,S&T,Axle Counter,5,94.85,38.91,3.0,108,1,0,2,0,6,2,3,0
ML-01811,S&T,Axle Counter,3,84.18,33.7,8.2,79,1,1,3,0,2,1,1,1
ML-01812,S&T,Signal,2,85.55,30.86,19.1,12,3,1,2,0,1,1,0,0
ML-01813,ENGINEERING,Bridge,3,65.88,38.15,8.9,139,1,0,3,0,0,0,0,0
ML-01814,ENGINEERING,Track,5,89.26,38.47,7.4,195,0,0,0,0,5,3,1,0
ML-01815,ENGINEERING,Point & Crossing,5,72.99,51.61,12.0,37,1,1,2,1,4,3,1,1
ML-01816,S&T,Signal,1,81.35,15.95,7.8,74,0,0,0,0,1,1,0,0
ML-01817,S&T,Signal,4,72.97,42.32,6.8,88,1,0,3,0,6,2,4,1
ML-01818,S&T,Axle Counter,4,77.52,34.2,8.1,76,1,0,3,1,2,1,1,0
