priority_rank,asset_id,department,asset_type,risk_probability,risk_score,rule_based_score,ai_priority_score,priority_category
1110,ML-03785,TRD,Section Insulator,0.4983272190086209,49.83272190086209,60.290499999999994,54.02,MEDIUM
1111,ML-00812,TRD,Transformer,0.6360301979509465,63.60301979509465,39.6375,54.02,MEDIUM
1112,ML-04154,S&T,Point Machine,0.5252777464935674,52.52777464935674,56.230000000000004,54.01,MEDIUM
1113,ML-02247,TRD,OHE,0.49072049830176473,49.072049830176475,61.4075,54.01,MEDIUM
1114,ML-04471,S&T,Point Machine,0.47571073422131177,47.57107342213118,63.6355,54.0,MEDIUM
1115,ML-00050,ENGINEERING,Bridge,0.489419915102108,48.941991510210805,61.543,53.98,MEDIUM
1116,ML-02124,ENGINEERING,Bridge,0.5474357489525289,54.74357489525289,52.819,53.97,MEDIUM
1117,ML-04724,ENGINEERING,Track,0.4212284758022005,42.12284758022005,71.572,53.9,MEDIUM
1118,ML-02394,TRD,Section Insulator,0.46611861092337575,46.61186109233758,64.76650000000001,53.87,MEDIUM
1119,ML-04377,TRD,OHE,0.5013389615335643,50.133896153356424,59.455000000000005,53.86,MEDIUM
1120,ML-01152,TRD,OHE,0.5039668733441885,50.39668733441886,59.00066666666666,53.84,MEDIUM
1121,ML-01944,TRD,Section Insulator,0.4712992146858442,47.12992146858442,63.901,53.84,MEDIUM
1122,ML-04044,ENGINEERING,Track,0.40433757548142085,40.43375754814208,73.91749999999999,53.83,MEDIUM
1123,ML-00815,ENGINEERING,Track,0.5020129935907729,50.20129935907729,59.257,53.82,MEDIUM
1124,ML-04812,ENGINEERING,Bridge,0.5148427260235875,51.48427260235875,57.196999999999996,53.77,MEDIUM
1125,ML-02393,ENGINEERING,Track,0.5252556543172093,52.525565431720935,55.634499999999996,53.77,MEDIUM
1126,ML-03707,ENGINEERING,Track,0.4952577758582285,49.52577758582285,60.119,53.76,MEDIUM
1127,ML-01323,ENGINEERING,Bridge,0.6318934561811035,63.18934561811035,39.569500000000005,53.74,MEDIUM
1128,ML-02959,S&T,Point Machine,0.6767803801562253,67.67803801562253,32.792500000000004,53.72,MEDIUM
1129,ML-00281,ENGINEERING,Bridge,0.6747227627489388,67.47227627489389,33.052499999999995,53.7,MEDIUM
1130,ML-00273,TRD,OHE,0.5165600474639761,51.65600474639761,56.7335,53.69,MEDIUM
1131,ML-04809,TRD,Transformer,0.5125302754566833,51.25302754566833,57.3515,53.69,MEDIUM
1132,ML-04726,TRD,OHE,0.435973343711644,43.5973343711644,68.78200000000001,53.67,MEDIUM
1133,ML-00554,TRD,OHE,0.5026684954096704,50.26684954096704,58.7385,53.66,MEDIUM
1134,ML-03040,S&T,Signal,0.5124107761138951,51.24107761138951,57.2985,53.66,MEDIUM
1135,ML-02960,TRD,OHE,0.38396384000857053,38.396384000857054,76.5675,53.66,MEDIUM
1136,ML-03036,ENGINEERING,Track,0.4700356691289047,47.00356691289047,63.58749999999999,53.64,MEDIUM
1137,ML-04973,ENGINEERING,Bridge,0.5022752648764157,50.22752648764157,58.755,53.64,MEDIUM
1138,ML-01823,ENGINEERING,Bridge,0.4391581640361059,43.91581640361059,68.14,53.61,MEDIUM
1139,ML-00457,ENGINEERING,Point & Crossing,0.4857402419908777,48.574024199087766,61.107,53.59,MEDIUM
1140,ML-02161,TRD,Transformer,0.44757731233481174,44.757731233481174,66.82050000000001,53.58,MEDIUM
1141,ML-01706,ENGINEERING,Track,0.4695792790252953,46.957927902529526,63.492999999999995,53.57,MEDIUM
1142,ML-03579,ENGINEERING,Bridge,0.4641430274546753,46.41430274546753,64.268,53.56,MEDIUM
1143,ML-02399,ENGINEERING,Bridge,0.40597135997685646,40.59713599768565,73.015,53.56,MEDIUM
1144,ML-03301,TRD,Section Insulator,0.673563103644543,67.3563103644543,32.8285,53.55,MEDIUM
1145,ML-04672,ENGINEERING,Bridge,0.6189451870975095,61.89451870975095,40.986999999999995,53.53,MEDIUM
1146,ML-02432,S&T,Signal,0.4601915269418131,46.01915269418131,64.7705,53.52,MEDIUM
1147,ML-03143,TRD,Section Insulator,0.503144497313176,50.3144497313176,58.2885,53.5,MEDIUM
1148,ML-03808,TRD,OHE,0.5823361594506216,58.233615945062155,46.4105,53.5,MEDIUM
1149,ML-04406,S&T,Signal,0.5645808410396108,56.458084103961085,49.0245,53.48,MEDIUM
1150,ML-00862,TRD,Section Insulator,0.4323669232819497,43.23669232819497,68.729,53.43,MEDIUM
1151,ML-00393,ENGINEERING,Point & Crossing,0.4563362791091206,45.63362791091206,65.1215,53.43,MEDIUM
1152,ML-01940,ENGINEERING,Bridge,0.4623591170370952,46.23591170370952,64.23,53.43,MEDIUM
1153,ML-01914,S&T,Signal,0.5582249958680932,55.822499586809315,49.817,53.42,MEDIUM
1154,ML-03633,ENGINEERING,Track,0.44487649241845384,44.48764924184538,66.7715,53.4,MEDIUM
1155,ML-03648,ENGINEERING,Bridge,0.5224426085498667,52.24426085498667,55.098,53.39,MEDIUM
1156,ML-01173,S&T,Signal,0.50526635720031,50.526635720030995,57.5615,53.34,MEDIUM
1157,ML-04990,S&T,Point Machine,0.6520277658431491,65.20277658431492,35.510000000000005,53.33,MEDIUM
1158,ML-03505,TRD,Transformer,0.4742420112856957,47.42420112856957,62.175000000000004,53.32,MEDIUM
1159,ML-04709,S&T,Point Machine,0.47358808569648536,47.35880856964854,62.2285,53.31,MEDIUM
1160,ML-03934,S&T,Axle Counter,0.6003649216132501,60.03649216132501,43.2305,53.31,MEDIUM
1161,ML-03870,TRD,OHE,0.6746718517957002,67.46718517957002,32.052,53.3,MEDIUM
1162,ML-00122,ENGINEERING,Track,0.5151863306914692,51.51863306914692,55.9555,53.29,MEDIUM
1163,ML-00827,ENGINEERING,Track,0.35160135307403984,35.16013530740398,80.4785,53.29,MEDIUM
1164,ML-04233,TRD,Section Insulator,0.47077332090940394,47.077332090940395,62.602000000000004,53.29,MEDIUM
1165,ML-04805,S&T,Point Machine,0.5802673522113345,58.02673522113345,46.1765,53.29,MEDIUM
1166,ML-00067,TRD,Transformer,0.5036311718292392,50.36311718292392,57.656499999999994,53.28,MEDIUM
1167,ML-03847,S&T,Point Machine,0.4736703976172841,47.36703976172841,62.111,53.26,MEDIUM
1168,ML-01855,TRD,OHE,0.4623525420870777,46.23525420870777,63.791666666666664,53.26,MEDIUM
1169,ML-01012,ENGINEERING,Track,0.4915492263263924,49.15492263263924,59.353500000000004,53.23,MEDIUM
1170,ML-04480,S&T,Signal,0.3720332456980912,37.20332456980912,77.26050000000001,53.23,MEDIUM
1171,ML-04393,ENGINEERING,Bridge,0.5992460322475345,59.92460322475345,43.161,53.22,MEDIUM
1172,ML-03803,ENGINEERING,Point & Crossing,0.486354192170391,48.6354192170391,60.067499999999995,53.21,MEDIUM
1173,ML-04828,TRD,OHE,0.5085900282785878,50.85900282785878,56.7095,53.2,MEDIUM
1174,ML-03468,TRD,OHE,0.6209162066222728,62.09162066222728,39.851,53.2,MEDIUM
1175,ML-00196,ENGINEERING,Track,0.5779426383892122,57.794263838921225,46.292,53.19,MEDIUM
1176,ML-00958,S&T,Axle Counter,0.47382282636785816,47.38228263678582,61.899,53.19,MEDIUM
1177,ML-04792,S&T,Signal,0.7070385168746172,70.70385168746172,26.8975,53.18,MEDIUM
1178,ML-00608,S&T,Axle Counter,0.5342855692053816,53.42855692053816,52.8115,53.18,MEDIUM
1179,ML-03892,S&T,Signal,0.5830812960593358,58.30812960593358,45.4445,53.16,MEDIUM
1180,ML-01463,ENGINEERING,Point & Crossing,0.36967911191102004,36.967911191102004,77.4425,53.16,MEDIUM
1181,ML-00336,S&T,Axle Counter,0.46398591795596383,46.39859179559638,63.3035,53.16,MEDIUM
1182,ML-03065,ENGINEERING,Bridge,0.624523454404395,62.45234544043951,39.144999999999996,53.13,MEDIUM
1183,ML-01927,ENGINEERING,Point & Crossing,0.5281308840767651,52.81308840767651,53.574,53.12,MEDIUM
1184,ML-02183,ENGINEERING,Point & Crossing,0.4727284015523665,47.27284015523665,61.8845,53.12,MEDIUM
1185,ML-01141,ENGINEERING,Track,0.4613599000194043,46.13599000194043,63.5765,53.11,MEDIUM
1186,ML-00786,TRD,Transformer,0.6908104868574096,69.08104868574097,29.1215,53.1,MEDIUM
1187,ML-00583,TRD,OHE,0.34343180476988727,34.34318047698873,81.20266666666667,53.09,MEDIUM
1188,ML-04112,ENGINEERING,Point & Crossing,0.4644388395287084,46.44388395287084,62.9165,53.03,MEDIUM
1189,ML-02146,S&T,Axle Counter,0.39056055880001367,39.05605588000137,73.99283333333334,53.03,MEDIUM
1190,ML-02151,S&T,Signal,0.4402988719513729,44.02988719513729,66.52199999999999,53.03,MEDIUM
1191,ML-01404,ENGINEERING,Point & Crossing,0.5855137390675689,58.551373906756886,44.7305,53.02,MEDIUM
1192,ML-03227,TRD,Section Insulator,0.6477043530537862,64.77043530537861,35.38933333333333,53.02,MEDIUM
1193,ML-02901,TRD,OHE,0.442333809532941,44.2333809532941,66.1635,53.01,MEDIUM
1194,ML-00052,ENGINEERING,Bridge,0.49133658300391864,49.133658300391865,58.7755,52.99,MEDIUM
1195,ML-01427,TRD,OHE,0.6482712572766054,64.82712572766054,35.197500000000005,52.98,MEDIUM
1196,ML-02064,S&T,Signal,0.4433167604934644,44.33167604934644,65.9265,52.97,MEDIUM
1197,ML-02002,TRD,OHE,0.4340662825738078,43.40662825738078,67.307,52.97,MEDIUM
1198,ML-00667,S&T,Point Machine,0.462317781848513,46.2317781848513,63.0655,52.97,MEDIUM
1199,ML-01959,TRD,Transformer,0.5111839701798793,51.118397017987924,55.744,52.97,MEDIUM
1200,ML-01549,TRD,Section Insulator,0.4524967099524771,45.24967099524771,64.462,52.93,MEDIUM
1201,ML-02994,S&T,Signal,0.5133247203917868,51.332472039178676,55.279500000000006,52.91,MEDIUM
1202,ML-03169,ENGINEERING,Bridge,0.6103634575386324,61.036345753863245,40.66333333333334,52.89,MEDIUM
1203,ML-04529,TRD,Section Insulator,0.6742427186080292,67.42427186080292,31.0615,52.88,MEDIUM
1204,ML-04384,ENGINEERING,Track,0.5987621220567374,59.87621220567374,42.37349999999999,52.88,MEDIUM
1205,ML-04062,ENGINEERING,Point & Crossing,0.5718556646995485,57.18556646995485,46.4,52.87,MEDIUM
1206,ML-02671,ENGINEERING,Track,0.503796985157383,50.379698515738305,56.599000000000004,52.87,MEDIUM
1207,ML-04630,ENGINEERING,Bridge,0.44323274194732276,44.32327419473228,65.68350000000001,52.87,MEDIUM
1208,ML-03588,ENGINEERING,Track,0.5142498720095605,51.42498720095605,55.0325,52.87,MEDIUM
1209,ML-02174,ENGINEERING,Bridge,0.41703334964994604,41.7033349649946,69.536,52.84,MEDIUM
1210,ML-00427,ENGINEERING,Track,0.6248068940867845,62.480689408678444,38.341,52.82,MEDIUM
1211,ML-00247,TRD,OHE,0.778869552681466,77.8869552681466,15.203500000000002,52.81,MEDIUM
1212,ML-04761,TRD,OHE,0.4641310620976701,46.41310620976701,62.3395,52.78,MEDIUM
1213,ML-03276,ENGINEERING,Bridge,0.47514179248418925,47.51417924841893,60.62833333333333,52.76,MEDIUM
1214,ML-03150,TRD,Transformer,0.5576460960789685,55.76460960789685,48.131,52.71,MEDIUM
1215,ML-00855,ENGINEERING,Track,0.43527294022204516,43.527294022204515,66.439,52.69,MEDIUM
1216,ML-04357,ENGINEERING,Bridge,0.38350172513804487,38.35017251380449,74.1935,52.69,MEDIUM
1217,ML-01560,S&T,Point Machine,0.44933919568021585,44.93391956802159,64.2835,52.67,MEDIUM
1218,ML-04171,TRD,OHE,0.5026681268723575,50.26681268723575,56.2485,52.66,MEDIUM
1219,ML-01416,TRD,Section Insulator,0.4700652686490801,47.00652686490801,61.128,52.66,MEDIUM
1220,ML-00224,TRD,Transformer,0.6377479582607386,63.77479582607386,35.9925,52.66,MEDIUM
1221,ML-04988,TRD,OHE,0.3906937435404935,39.06937435404935,73.0135,52.65,MEDIUM
1222,ML-02110,S&T,Signal,0.45210525922958744,45.210525922958745,63.81,52.65,MEDIUM
1223,ML-04407,ENGINEERING,Point & Crossing,0.5506797414570248,55.06797414570248,49.032,52.65,MEDIUM
1224,ML-02075,S&T,Signal,0.5244040403369713,52.44040403369713,52.968,52.65,MEDIUM
1225,ML-00382,S&T,Signal,0.42614406591184156,42.61440659118416,67.7045,52.65,MEDIUM
1226,ML-03757,S&T,Point Machine,0.5047781500499342,50.47781500499342,55.8375,52.62,MEDIUM
1227,ML-03126,TRD,Transformer,0.44284089686430933,44.28408968643093,65.1225,52.62,MEDIUM
1228,ML-01501,ENGINEERING,Track,0.512664101150884,51.2664101150884,54.617000000000004,52.61,MEDIUM
1229,ML-01035,ENGINEERING,Point & Crossing,0.4832533999840015,48.32533999840015,59.0345,52.61,MEDIUM
1230,ML-01533,TRD,Section Insulator,0.5172765699747278,51.727656997472785,53.921,52.6,MEDIUM
1231,ML-03520,ENGINEERING,Point & Crossing,0.440984205478529,44.0984205478529,65.3615,52.6,MEDIUM
1232,ML-02683,ENGINEERING,Bridge,0.4099311149685747,40.99311149685747,69.9855,52.59,MEDIUM
1233,ML-02283,TRD,Transformer,0.4509569624253525,45.09569624253525,63.803,52.58,MEDIUM
1234,ML-01474,TRD,OHE,0.41613392913851094,41.613392913851094,69.027,52.58,MEDIUM
1235,ML-04488,S&T,Signal,0.44379544343650396,44.379544343650394,64.81649999999999,52.55,MEDIUM
1236,ML-01625,TRD,Section Insulator,0.4819987809575459,48.19987809575459,59.042,52.54,MEDIUM
1237,ML-00677,ENGINEERING,Point & Crossing,0.4515837296949904,45.15837296949904,63.5965,52.53,MEDIUM
1238,ML-00620,S&T,Signal,0.4654424357984186,46.54424357984186,61.465,52.51,MEDIUM
1239,ML-04007,TRD,Section Insulator,0.5419210517800773,54.19210517800773,49.964,52.5,MEDIUM
1240,ML-01134,ENGINEERING,Point & Crossing,0.4524584392072832,45.24584392072832,63.295,52.47,MEDIUM
1241,ML-00430,TRD,Transformer,0.4509587018188034,45.095870181880336,63.5255,52.47,MEDIUM
1242,ML-01403,S&T,Signal,0.44360203111550106,44.360203111550106,64.54,52.43,MEDIUM
1243,ML-04402,ENGINEERING,Point & Crossing,0.3223441112360314,32.23441112360314,82.69466666666666,52.42,MEDIUM
1244,ML-00289,TRD,OHE,0.4540184868532944,45.40184868532944,62.917500000000004,52.41,MEDIUM
1245,ML-04004,S&T,Axle Counter,0.4780548686680309,47.805486866803086,59.311,52.41,MEDIUM
1246,ML-04492,S&T,Signal,0.4984014543262391,49.84014543262391,56.22566666666667,52.39,MEDIUM
1247,ML-01800,S&T,Signal,0.596142855060195,59.614285506019506,41.5365,52.38,MEDIUM
1248,ML-04727,ENGINEERING,Bridge,0.45804263479487034,45.804263479487034,62.2145,52.37,MEDIUM
1249,ML-02598,TRD,OHE,0.5142740672824351,51.42740672824351,53.791,52.37,MEDIUM
1250,ML-04005,ENGINEERING,Bridge,0.4710836331235676,47.10836331235676,60.246,52.36,MEDIUM
1251,ML-03753,TRD,Section Insulator,0.5488717372137218,54.887173721372186,48.4915,52.33,MEDIUM
1252,ML-03164,ENGINEERING,Bridge,0.44500217381966306,44.50021738196631,64.06,52.32,MEDIUM
1253,ML-02873,TRD,OHE,0.467639315072038,46.7639315072038,60.594,52.3,MEDIUM
1254,ML-02933,S&T,Axle Counter,0.5443899848868277,54.43899848868276,49.0735,52.29,MEDIUM
1255,ML-03708,TRD,Transformer,0.617074138674559,61.7074138674559,38.165499999999994,52.29,MEDIUM
1256,ML-03664,TRD,Section Insulator,0.36463752297771146,36.463752297771144,76.0025,52.28,MEDIUM
1257,ML-03958,TRD,OHE,0.4434536933477105,44.34536933477105,64.19,52.28,MEDIUM
1258,ML-04963,S&T,Signal,0.4778010217208484,47.78010217208484,58.99549999999999,52.27,MEDIUM
1259,ML-02417,TRD,Transformer,0.5045569873203692,50.45569873203692,54.982000000000006,52.27,MEDIUM
1260,ML-00687,S&T,Point Machine,0.4518247364093284,45.18247364093284,62.842,52.25,MEDIUM
1261,ML-02930,TRD,Section Insulator,0.5837135224593029,58.37135224593028,43.0345,52.24,MEDIUM
1262,ML-03016,S&T,Signal,0.41463285251046067,41.46328525104607,68.41650000000001,52.24,MEDIUM
1263,ML-00829,S&T,Signal,0.6581132802849727,65.81132802849727,31.8495,52.23,MEDIUM
1264,ML-00482,S&T,Point Machine,0.3350935837115824,33.509358371158235,80.28800000000001,52.22,MEDIUM
1265,ML-03673,S&T,Point Machine,0.49831768271580124,49.831768271580124,55.74850000000001,52.2,MEDIUM
1266,ML-03099,TRD,OHE,0.7097333995421945,70.97333995421945,24.052,52.2,MEDIUM
1267,ML-03466,ENGINEERING,Track,0.4283353697909898,42.83353697909898,66.2325,52.19,MEDIUM
1268,ML-04273,ENGINEERING,Point & Crossing,0.6031973596088553,60.31973596088554,39.974999999999994,52.18,MEDIUM
1269,ML-03907,TRD,Section Insulator,0.4322284684001662,43.22284684001662,65.60266666666666,52.17,MEDIUM
1270,ML-04381,TRD,Transformer,0.6612980141475029,66.12980141475029,31.213500000000003,52.16,MEDIUM
1271,ML-00319,S&T,Signal,0.3995516703096042,39.95516703096042,70.4245,52.14,MEDIUM
1272,ML-03341,ENGINEERING,Bridge,0.4477155464658881,44.77155464658881,63.1665,52.13,MEDIUM
1273,ML-02822,ENGINEERING,Track,0.5328740502695148,53.28740502695148,50.3585,52.12,MEDIUM
1274,ML-03778,S&T,Axle Counter,0.49423354663740143,49.42335466374014,56.149499999999996,52.11,MEDIUM
1275,ML-03187,ENGINEERING,Bridge,0.4853005231565253,48.530052315652526,57.4315,52.09,MEDIUM
1276,ML-01872,S&T,Signal,0.5214590619400933,52.14590619400933,51.9925,52.08,MEDIUM
1277,ML-04152,TRD,Section Insulator,0.5372342519273829,53.7234251927383,49.587500000000006,52.07,MEDIUM
1278,ML-02954,S&T,Signal,0.47212265970897765,47.21226597089777,59.335,52.06,MEDIUM
1279,ML-03551,S&T,Point Machine,0.5214042173396369,52.14042173396369,51.951,52.06,MEDIUM
1280,ML-02936,ENGINEERING,Bridge,0.4431709217290131,44.31709217290131,63.653,52.05,MEDIUM
1281,ML-02902,TRD,Section Insulator,0.4718733573033489,47.18733573033489,59.3435,52.05,MEDIUM
1282,ML-03068,ENGINEERING,Track,0.4411297249932629,44.11297249932629,63.922000000000004,52.04,MEDIUM
1283,ML-01389,TRD,OHE,0.4341163437954605,43.41163437954605,64.953,52.03,MEDIUM
1284,ML-04749,ENGINEERING,Point & Crossing,0.5345053620779247,53.45053620779247,49.852000000000004,52.01,MEDIUM
1285,ML-02519,ENGINEERING,Bridge,0.42277138202825176,42.27713820282518,66.60900000000001,52.01,MEDIUM
1286,ML-00126,S&T,Point Machine,0.6279023996852946,62.79023996852946,35.7855,51.99,MEDIUM
1287,ML-04098,S&T,Signal,0.528176450031887,52.817645003188694,50.760000000000005,51.99,MEDIUM
1288,ML-02081,S&T,Axle Counter,0.4975077985266303,49.75077985266303,55.35366666666667,51.99,MEDIUM
1289,ML-02466,ENGINEERING,Bridge,0.6239634577799789,62.39634577799789,36.3305,51.97,MEDIUM
1290,ML-02860,ENGINEERING,Track,0.36836050678347787,36.83605067834779,74.6465,51.96,MEDIUM
1291,ML-04204,S&T,Point Machine,0.41341457143410276,41.341457143410274,67.8305,51.94,MEDIUM
1292,ML-04916,ENGINEERING,Track,0.5427764702333007,54.27764702333007,48.4255,51.94,MEDIUM
1293,ML-03534,TRD,Section Insulator,0.49223074977631365,49.22307497763136,55.974000000000004,51.92,MEDIUM
1294,ML-01765,TRD,Section Insulator,0.5697307873553169,56.97307873553169,44.336,51.92,MEDIUM
1295,ML-00496,TRD,Section Insulator,0.5711854707697172,57.118547076971716,44.11,51.92,MEDIUM
1296,ML-03671,ENGINEERING,Bridge,0.427279878454759,42.7279878454759,65.68966666666667,51.91,MEDIUM
1297,ML-04283,S&T,Axle Counter,0.5289825050608845,52.89825050608845,50.419,51.91,MEDIUM
1298,ML-01235,ENGINEERING,Bridge,0.46484739774190403,46.4847397741904,59.9555,51.87,MEDIUM
1299,ML-04359,ENGINEERING,Bridge,0.4394554709074389,43.945547090743894,63.7225,51.86,MEDIUM
1300,ML-01713,ENGINEERING,Track,0.45058632957838474,45.058632957838476,62.019,51.84,MEDIUM
1301,ML-02148,S&T,Signal,0.44916181421018153,44.91618142101815,62.229000000000006,51.84,MEDIUM
1302,ML-04612,TRD,Section Insulator,0.5525738672167546,55.25738672167546,46.724,51.84,MEDIUM
1303,ML-03970,TRD,OHE,0.45461729004016066,45.461729004016064,61.371,51.83,MEDIUM
1304,ML-00467,ENGINEERING,Track,0.5754303946353492,57.54303946353492,43.254,51.83,MEDIUM
1305,ML-02713,ENGINEERING,Point & Crossing,0.42689651672964807,42.68965167296481,65.551,51.83,MEDIUM
1306,ML-02767,TRD,Transformer,0.5046596904470921,50.46596904470921,53.8185,51.81,MEDIUM
1307,ML-01695,S&T,Axle Counter,0.5075783501590249,50.75783501590249,53.3815,51.81,MEDIUM
1308,ML-00167,ENGINEERING,Track,0.4460344867889603,44.60344867889603,62.6295,51.81,MEDIUM
1309,ML-01934,ENGINEERING,Bridge,0.49224743603626925,49.224743603626926,55.689,51.81,MEDIUM
1310,ML-02733,S&T,Signal,0.506808858292043,50.6808858292043,53.47,51.8,MEDIUM
1311,ML-02635,ENGINEERING,Bridge,0.40211638932195337,40.211638932195335,69.1655,51.79,MEDIUM
1312,ML-00062,TRD,Section Insulator,0.42749453178486846,42.749453178486846,65.35749999999999,51.79,MEDIUM
1313,ML-03856,ENGINEERING,Track,0.42958819194167247,42.95881919416725,65.0135,51.78,MEDIUM
1314,ML-04263,S&T,Signal,0.6337549600721665,63.37549600721665,34.392,51.78,MEDIUM
1315,ML-04288,S&T,Point Machine,0.44904678478077026,44.904678478077024,62.0955,51.78,MEDIUM
1316,ML-02557,ENGINEERING,Track,0.4383933574147562,43.83933574147562,63.659000000000006,51.77,MEDIUM
1317,ML-02082,ENGINEERING,Track,0.4286940573917169,42.86940573917169,65.086,51.76,MEDIUM
1318,ML-02534,S&T,Axle Counter,0.4184125236439497,41.84125236439497,66.649,51.76,MEDIUM
1319,ML-02024,TRD,OHE,0.4222120274100316,42.22120274100316,66.02,51.74,MEDIUM
1320,ML-00083,S&T,Axle Counter,0.5599230293127571,55.9923029312757,45.3335,51.73,MEDIUM
1321,ML-00180,S&T,Axle Counter,0.5042917372078691,50.42917372078691,53.675000000000004,51.73,MEDIUM
1322,ML-00804,S&T,Point Machine,0.4605296836898524,46.05296836898524,60.2195,51.72,MEDIUM
1323,ML-04979,ENGINEERING,Bridge,0.48837897157495386,48.837897157495384,56.0485,51.72,MEDIUM
1324,ML-00658,TRD,OHE,0.6449966725647169,64.4996672564717,32.5225,51.71,MEDIUM
1325,ML-03226,TRD,Section Insulator,0.6403647567184969,64.03647567184969,33.212,51.71,MEDIUM
1326,ML-04974,TRD,Transformer,0.4193897677974171,41.93897677974171,66.375,51.71,MEDIUM
1327,ML-02349,ENGINEERING,Bridge,0.4491451743909268,44.914517439092684,61.913500000000006,51.71,MEDIUM
1328,ML-04236,S&T,Signal,0.410622454118392,41.0622454118392,67.6495,51.7,MEDIUM
1329,ML-01024,TRD,Transformer,0.48763465669467093,48.763465669467095,56.1085,51.7,MEDIUM
1330,ML-02927,ENGINEERING,Point & Crossing,0.40530494409473833,40.53049440947383,68.46,51.7,MEDIUM
1331,ML-01843,TRD,Section Insulator,0.486897604011809,48.6897604011809,56.1895,51.69,MEDIUM
1332,ML-00651,S&T,Axle Counter,0.4791673724879669,47.91673724879669,57.338499999999996,51.69,MEDIUM
1333,ML-04196,S&T,Signal,0.6167849740412302,61.67849740412302,36.6555,51.67,MEDIUM
1334,ML-00124,ENGINEERING,Bridge,0.4073822923544233,40.73822923544233,68.07300000000001,51.67,MEDIUM
1335,ML-00655,TRD,OHE,0.3862829000575277,38.62829000575277,71.2355,51.67,MEDIUM
1336,ML-01475,ENGINEERING,Track,0.4601321137890583,46.01321137890583,60.132000000000005,51.66,MEDIUM
